Job ID		Partition Type
44074		cpu-opteron
44041		cpu-opteron
44042		cpu-opteron
44043		cpu-opteron
44044		cpu-opteron
44045		cpu-opteron
44046		cpu-opteron
44047		cpu-opteron
44048		cpu-opteron
44049		cpu-opteron
44050		cpu-opteron
44115		cpu-opteron
44051		cpu-opteron
44152		cpu-opteron
44153		cpu-opteron
44154		cpu-opteron
44155		cpu-opteron
44156		cpu-opteron
44157		cpu-opteron
44158		cpu-opteron
44159		cpu-opteron
44160		cpu-opteron
44161		cpu-opteron
44168		cpu-opteron
44169		cpu-opteron
44170		cpu-opteron
44171		cpu-opteron
44172		cpu-opteron
44173		cpu-opteron
44174		cpu-opteron
44175		cpu-opteron
44176		cpu-opteron
44177		cpu-opteron
44178		cpu-opteron
44179		cpu-opteron
44180		cpu-opteron
44181		cpu-opteron
44182		cpu-opteron
44183		cpu-opteron
44184		cpu-opteron
44185		cpu-opteron
44186		cpu-opteron
44187		cpu-opteron
44188		cpu-opteron
44189		cpu-opteron
44190		cpu-opteron
44191		cpu-opteron
44192		cpu-opteron
44193		cpu-opteron
44195		cpu-opteron
44198		cpu-opteron
44199		cpu-opteron
44200		cpu-opteron
44202		cpu-opteron
44203		cpu-opteron
44204		cpu-opteron
44205		cpu-opteron
44207		cpu-opteron
44209		cpu-opteron
44210		cpu-opteron
44211		cpu-opteron
44212		cpu-opteron
44213		cpu-opteron
44215		cpu-opteron
44221		cpu-opteron
44222		cpu-opteron
44223		cpu-opteron
44224		cpu-opteron
44228		cpu-opteron
44229		cpu-opteron
44231		cpu-opteron
44234		cpu-opteron
44239		cpu-opteron
44240		cpu-opteron
44241		cpu-opteron
44260		cpu-opteron
44261		cpu-opteron
44262		cpu-opteron
44263		cpu-opteron
44271		cpu-opteron
44272		cpu-opteron
44273		cpu-opteron
44274		cpu-opteron
44297		cpu-opteron
44298		cpu-opteron
44357		cpu-opteron
44363		cpu-opteron
44366		cpu-opteron
44367		cpu-opteron
44368		cpu-opteron
44369		cpu-opteron
44370		cpu-opteron
44371		cpu-opteron
44372		cpu-opteron
44373		cpu-opteron
